TOTAL POI INVENTORY & CRITICAL WEIGHT ANALYSIS 2026
==========================================================================================

CITY: BIALYSTOK
Total recognized POI types: 79
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
shoes                          | T4_DAILY_SERVICE     |     3 |         9031.36
clothes                        | T4_DAILY_SERVICE     |    13 |         8106.94
place_of_worship               | T4_DAILY_SERVICE     |    28 |         7820.01
fuel                           | T4_DAILY_SERVICE     |     8 |         6633.44
bakery                         | T4_DAILY_SERVICE     |     4 |         6183.04
charging_station               | T4_DAILY_SERVICE     |     1 |         5378.09
bureau_de_change               | T4_DAILY_SERVICE     |     1 |         5378.09
bicycle_rental                 | T4_DAILY_SERVICE     |     2 |         5287.12
florist                        | T4_DAILY_SERVICE     |     3 |         5234.02
butcher                        | T4_DAILY_SERVICE     |     3 |         5234.02
furniture                      | T4_DAILY_SERVICE     |     5 |         5167.32
optician                       | T4_DAILY_SERVICE     |     5 |         5167.32
post_office                    | T4_DAILY_SERVICE     |     6 |         5143.58
bank                           | T4_DAILY_SERVICE     |     8 |         5106.24
pharmacy                       | T4_DAILY_SERVICE     |    17 |         5009.37
convenience                    | T4_DAILY_SERVICE     |    30 |         4937.93
arts_centre                    | T5_SPEC_GASTRO       |     2 |          859.72
chemist                        | T5_SPEC_GASTRO       |     2 |          850.98
community_centre               | T5_SPEC_GASTRO       |     2 |          806.51
car_wash                       | T5_SPEC_GASTRO       |     3 |          747.90
food_court                     | T5_SPEC_GASTRO       |     1 |          703.66
company                        | T5_SPEC_GASTRO       |     4 |          656.09
hairdresser                    | T5_SPEC_GASTRO       |     1 |          537.81
nightclub                      | T5_SPEC_GASTRO       |     1 |          537.81
pub                            | T5_SPEC_GASTRO       |     5 |          516.73
bar                            | T5_SPEC_GASTRO       |     6 |          514.36
cafe                           | T5_SPEC_GASTRO       |     8 |          510.62
fast_food                      | T5_SPEC_GASTRO       |    11 |          506.51
restaurant                     | T5_SPEC_GASTRO       |    49 |          487.80
playground                     | T6_MICRO_INFRA       |    42 |            7.50
newsagent                      | T6_MICRO_INFRA       |     1 |            5.61
fountain                       | T6_MICRO_INFRA       |     7 |            5.42
vending_machine                | T6_MICRO_INFRA       |     4 |            5.20
atm                            | T6_MICRO_INFRA       |     8 |            5.11
picnic_table                   | T6_MICRO_INFRA       |     8 |            5.11
toilets                        | T6_MICRO_INFRA       |    18 |            5.00
parcel_locker                  | T6_MICRO_INFRA       |    25 |            4.96

==========================================================================================

CITY: GORZOW
Total recognized POI types: 74
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
------------------------------------------------------------------------------------------
hangar                         | T0_MEGA_HUB          |     4 |     45401650.72
aerodrome                      | T0_MEGA_HUB          |     2 |     30722104.02
station                        | T0_MEGA_HUB          |    16 |     29190984.80
hospital                       | T1_REGIONAL_MAGNET   |     4 |     23240619.16
stadium                        | T1_REGIONAL_MAGNET   |     3 |     20327812.23
college                        | T1_REGIONAL_MAGNET   |     6 |     12269356.05
university                     | T1_REGIONAL_MAGNET   |     7 |     12220344.52
prison                         | T2_STRATEGIC_HUB     |     1 |      2043153.22
mall                           | T2_STRATEGIC_HUB     |    13 |      1533110.88
courthouse                     | T2_STRATEGIC_HUB     |     6 |      1317020.85
school                         | T2_STRATEGIC_HUB     |   117 |      1233780.75
department_store               | T2_STRATEGIC_HUB     |     3 |      1143286.83
police                         | T2_STRATEGIC_HUB     |     9 |      1087728.29
supermarket                    | T2_STRATEGIC_HUB     |    77 |      1026510.93
townhall                       | T2_STRATEGIC_HUB     |    10 |       960135.27
fire_station                   | T2_STRATEGIC_HUB     |    10 |       771315.47
social_facility                | T2_STRATEGIC_HUB     |     5 |       600925.79
government                     | T2_STRATEGIC_HUB     |    35 |       572390.35
nursing_home                   | T3_LOCAL_CORE        |     1 |       198913.70
sports_hall                    | T3_LOCAL_CORE        |     5 |       146725.25
kindergarten                   | T3_LOCAL_CORE        |    49 |       128595.28
clinic                         | T3_LOCAL_CORE        |    12 |       121422.42
music_school                   | T3_LOCAL_CORE        |     5 |        90611.31
theatre                        | T3_LOCAL_CORE        |     5 |        82934.92
language_school                | T3_LOCAL_CORE        |     2 |        75761.39
swimming_pool                  | T3_LOCAL_CORE        |     7 |        66090.79
cinema                         | T3_LOCAL_CORE        |     3 |        60845.87
library                        | T3_LOCAL_CORE        |     9 |        59227.02
dentist                        | T3_LOCAL_CORE        |    14 |        58577.82
doctors                        | T3_LOCAL_CORE        |    21 |        57983.78
park                           | T4_DAILY_SERVICE     |    51 |        15426.55
place_of_worship               | T4_DAILY_SERVICE     |    40 |         9274.70
garden                         | T4_DAILY_SERVICE     |    95 |         8901.85
fuel                           | T4_DAILY_SERVICE     |    35 |         6824.47
bureau_de_change               | T4_DAILY_SERVICE     |     5 |         6009.26
optician                       | T4_DAILY_SERVICE     |     6 |         5982.39
hardware                       | T4_DAILY_SERVICE     |     8 |         5940.03
electronics                    | T4_DAILY_SERVICE     |     8 |         5940.03
pet                            | T4_DAILY_SERVICE     |     9 |         5922.70
butcher                        | T4_DAILY_SERVICE     |    11 |         5893.20
florist                        | T4_DAILY_SERVICE     |    13 |         5868.66
shoes                          | T4_DAILY_SERVICE     |    16 |         5838.20
furniture                      | T4_DAILY_SERVICE     |    17 |         5829.31
bakery                         | T4_DAILY_SERVICE     |    20 |         5805.51
post_office                    | T4_DAILY_SERVICE     |    24 |         5778.86
charging_station               | T4_DAILY_SERVICE     |    29 |         5751.26
bank                           | T4_DAILY_SERVICE     |    34 |         5728.12
pharmacy                       | T4_DAILY_SERVICE     |    42 |         5697.46
clothes                        | T4_DAILY_SERVICE     |    65 |         5634.56
convenience                    | T4_DAILY_SERVICE     |   107 |         5563.83
arts_centre                    | T5_SPEC_GASTRO       |     3 |         1340.44
community_centre               | T5_SPEC_GASTRO       |     9 |          996.44
food_court                     | T5_SPEC_GASTRO       |     2 |          883.87
car_wash                       | T5_SPEC_GASTRO       |    23 |          754.20
bar                            | T5_SPEC_GASTRO       |     7 |          595.97
beauty                         | T5_SPEC_GASTRO       |     9 |          592.27
pub                            | T5_SPEC_GASTRO       |    10 |          590.72
nightclub                      | T5_SPEC_GASTRO       |    10 |          590.72
chemist                        | T5_SPEC_GASTRO       |    13 |          586.87
company                        | T5_SPEC_GASTRO       |    19 |          581.30
car_repair                     | T5_SPEC_GASTRO       |    25 |          577.29
hairdresser                    | T5_SPEC_GASTRO       |    31 |          574.15
cafe                           | T5_SPEC_GASTRO       |    33 |          573.25
fast_food                      | T5_SPEC_GASTRO       |    54 |          566.12
restaurant                     | T5_SPEC_GASTRO       |    83 |          559.97
playground                     | T6_MICRO_INFRA       |   292 |            8.51
kiosk                          | T6_MICRO_INFRA       |    19 |            6.16
fountain                       | T6_MICRO_INFRA       |    29 |            6.12
newsagent                      | T6_MICRO_INFRA       |    11 |            5.89
toilets                        | T6_MICRO_INFRA       |    16 |            5.84
vending_machine                | T6_MICRO_INFRA       |    31 |            5.74
atm                            | T6_MICRO_INFRA       |    34 |            5.73
picnic_table                   | T6_MICRO_INFRA       |    56 |            5.66
parcel_locker                  | T6_MICRO_INFRA       |   128 |            5.54

==========================================================================================

CITY: GZM
Total recognized POI types: 83
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
------------------------------------------------------------------------------------------
port                           | T0_MEGA_HUB          |     1 |    196750962.34
aerodrome                      | T0_MEGA_HUB          |     8 |    183227318.14
apron                          | T0_MEGA_HUB          |    20 |     98883170.81
hangar                         | T0_MEGA_HUB          |    67 |     70093189.85
